payment_id,order_id,settlement_id,amount,payment_method,fee,tax,holdback,net_amount,status,captured_at
pay_2208,ord_1208,setl_5081,7227.32,DEBIT_CARD,65.05,11.71,0.0,7150.56,CAPTURED,2026-08-03 10:00:00
pay_2209,ord_1209,setl_5081,13289.7,DEBIT_CARD,119.61,21.53,0.0,13148.56,CAPTURED,2026-08-03 10:00:00
pay_2210,ord_1210,setl_5081,14579.11,UPI,0.0,0.0,0.0,14579.11,CAPTURED,2026-08-03 10:00:00
pay_2211,ord_1211,setl_5081,9655.08,CREDIT_CARD,193.1,34.76,0.0,9427.22,CAPTURED,2026-08-03 10:00:00
pay_2212,ord_1212,setl_5082,1045.31,UPI,0.0,0.0,0.0,1045.31,CAPTURED,2026-08-10 10:00:00
pay_2213,ord_1213,setl_5082,14671.84,UPI,0.0,0.0,0.0,14671.84,CAPTURED,2026-08-10 10:00:00
pay_2214,ord_1214,setl_5082,8914.78,NETBANKING,301.37,28.88,0.0,8584.53,CAPTURED,2026-08-10 10:00:00
pay_2215,ord_1215,setl_5082,8789.02,UPI,0.0,0.0,0.0,8789.02,CAPTURED,2026-08-10 10:00:00
pay_2216,ord_1216,setl_5083,12259.02,CREDIT_CARD,245.18,44.13,0.0,11969.71,CAPTURED,2026-08-02 10:00:00
pay_2217,ord_1217,setl_5084,14869.3,DEBIT_CARD,133.82,24.09,0.0,14711.39,CAPTURED,2026-08-02 10:00:00
pay_2218,ord_1218,setl_5084,13810.08,UPI,0.0,0.0,0.0,13810.08,CAPTURED,2026-08-02 10:00:00
pay_2219,ord_1219,setl_5084,1259.3,DEBIT_CARD,11.33,2.04,0.0,1245.93,CAPTURED,2026-08-02 10:00:00
pay_2220,ord_1220,setl_5084,8590.47,UPI,0.0,0.0,0.0,8590.47,CAPTURED,2026-08-02 10:00:00
pay_2221,ord_1221,setl_5085,1681.78,CREDIT_CARD,33.64,6.06,0.0,1642.08,CAPTURED,2026-08-20 10:00:00
pay_2222,ord_1222,setl_5085,10012.79,CREDIT_CARD,200.26,36.05,0.0,9776.48,CAPTURED,2026-08-20 10:00:00
pay_2223,ord_1223,setl_5085,1728.43,DEBIT_CARD,15.56,2.8,0.0,1710.07,CAPTURED,2026-08-20 10:00:00
pay_2224,ord_1224,setl_5086,7873.08,UPI,0.0,0.0,0.0,7873.08,CAPTURED,2026-08-05 10:00:00
pay_2225,ord_1225,setl_5086,5455.12,CREDIT_CARD,109.1,19.64,0.0,5326.38,CAPTURED,2026-08-05 10:00:00
pay_2226,ord_1226,setl_5086,2746.71,UPI,0.0,0.0,0.0,2746.71,CAPTURED,2026-08-05 10:00:00
pay_2227,ord_1227,setl_5086,8326.68,CREDIT_CARD,166.53,29.98,0.0,8130.17,CAPTURED,2026-08-05 10:00:00
pay_2228,ord_1228,setl_5087,2852.58,CREDIT_CARD,57.05,10.27,0.0,2785.26,CAPTURED,2026-08-20 10:00:00
pay_2229,ord_1229,setl_5087,2900.32,UPI,0.0,0.0,0.0,2900.32,CAPTURED,2026-08-20 10:00:00
pay_2230,ord_1230,setl_5088,11409.67,CREDIT_CARD,228.19,41.07,0.0,11140.41,CAPTURED,2026-08-08 10:00:00
pay_2231,ord_1231,setl_5088,14501.15,CREDIT_CARD,290.02,52.2,0.0,14158.93,CAPTURED,2026-08-08 10:00:00
pay_2232,ord_1232,setl_5088,10335.45,DEBIT_CARD,93.02,16.74,0.0,10225.69,CAPTURED,2026-08-08 10:00:00
pay_2233,ord_1233,setl_5089,12344.92,CREDIT_CARD,246.9,44.44,0.0,12053.58,CAPTURED,2026-08-13 10:00:00
pay_2234,ord_1234,setl_5089,9797.1,CREDIT_CARD,195.94,35.27,0.0,9565.89,CAPTURED,2026-08-13 10:00:00
pay_2235,ord_1235,setl_5090,4455.47,NETBANKING,80.2,14.44,0.0,4360.83,CAPTURED,2026-08-10 10:00:00
pay_2236,ord_1236,setl_5090,14222.99,UPI,0.0,0.0,0.0,14222.99,CAPTURED,2026-08-10 10:00:00
pay_2237,ord_1237,setl_5091,6099.41,UPI,0.0,0.0,0.0,6099.41,CAPTURED,2026-08-13 10:00:00
pay_2238,ord_1238,setl_5091,1936.71,CREDIT_CARD,38.73,6.97,0.0,1891.01,CAPTURED,2026-08-13 10:00:00
pay_2239,ord_1239,setl_5092,10593.04,UPI,0.0,0.0,0.0,10593.04,CAPTURED,2026-08-02 10:00:00
pay_2240,ord_1240,setl_5092,576.14,UPI,0.0,0.0,0.0,576.14,CAPTURED,2026-08-02 10:00:00
pay_2241,ord_1241,setl_5092,8457.66,CREDIT_CARD,169.15,30.45,0.0,8258.06,CAPTURED,2026-08-02 10:00:00
pay_2242,ord_1242,setl_5092,4677.47,UPI,0.0,0.0,467.75,4209.72,CAPTURED,2026-08-02 10:00:00
pay_2243,ord_1243,setl_5093,2107.44,NETBANKING,37.93,6.83,0.0,2062.68,FAILED,2026-08-20 10:00:00
pay_2244,ord_1244,setl_5094,4723.44,UPI,0.0,0.0,0.0,4723.44,CAPTURED,2026-08-17 10:00:00
pay_2245,ord_1245,setl_5094,3216.05,CREDIT_CARD,64.32,11.58,0.0,3140.15,CAPTURED,2026-08-17 10:00:00
pay_2246,ord_1246,setl_5095,13163.31,UPI,0.0,0.0,0.0,13163.31,CAPTURED,2026-08-17 10:00:00
pay_2247,ord_1247,setl_5095,11336.09,UPI,0.0,0.0,1133.61,10202.48,CAPTURED,2026-08-17 10:00:00
pay_2248,ord_1248,setl_5095,10028.01,UPI,0.0,0.0,0.0,10028.01,CAPTURED,2026-08-17 10:00:00
pay_2249,ord_1249,setl_5095,2434.44,UPI,0.0,0.0,0.0,2434.44,CAPTURED,2026-08-17 10:00:00
pay_2250,ord_1250,setl_5096,12266.72,UPI,0.0,0.0,0.0,12266.72,CAPTURED,2026-08-15 10:00:00
pay_2251,ord_1251,setl_5096,4754.92,UPI,143.34,0.0,0.0,4611.58,CAPTURED,2026-08-15 10:00:00
pay_2252,ord_1252,setl_5097,4173.05,CREDIT_CARD,83.46,15.02,0.0,4074.57,CAPTURED,2026-08-17 10:00:00
pay_2253,ord_1253,setl_5097,11822.2,CREDIT_CARD,236.44,42.56,0.0,11543.2,CAPTURED,2026-08-17 10:00:00
pay_2254,ord_1254,setl_5097,5836.28,CREDIT_CARD,116.73,21.01,0.0,5698.54,CAPTURED,2026-08-17 10:00:00
pay_2255,ord_1255,setl_5097,6106.35,NETBANKING,109.91,19.78,0.0,5976.66,CAPTURED,2026-08-17 10:00:00
pay_2256,ord_1256,setl_5098,11042.68,UPI,0.0,0.0,0.0,11042.68,CAPTURED,2026-08-17 10:00:00
pay_2257,ord_1257,setl_5099,1661.0,CREDIT_CARD,33.22,5.98,0.0,1621.8,CAPTURED,2026-08-10 10:00:00
pay_2258,ord_1258,setl_5100,5597.43,UPI,0.0,0.0,0.0,5597.43,CAPTURED,2026-08-14 10:00:00
pay_2259,ord_1259,setl_5100,14973.18,UPI,0.0,0.0,0.0,14973.18,CAPTURED,2026-08-14 10:00:00
pay_2260,ord_1260,setl_5100,1588.1,DEBIT_CARD,14.29,2.57,0.0,1571.24,CAPTURED,2026-08-14 10:00:00
pay_2261,ord_1261,setl_5100,10351.45,NETBANKING,186.33,33.54,0.0,10131.58,CAPTURED,2026-08-14 10:00:00
pay_2262,ord_1262,setl_5101,3921.93,DEBIT_CARD,35.3,6.35,0.0,3880.28,CAPTURED,2026-08-02 10:00:00
pay_2263,ord_1263,setl_5102,14257.94,UPI,0.0,0.0,0.0,14257.94,CAPTURED,2026-08-02 10:00:00
pay_2264,ord_1264,setl_5102,8177.17,UPI,0.0,0.0,0.0,8177.17,CAPTURED,2026-08-02 10:00:00
pay_2265,ord_1265,setl_5102,2145.0,CREDIT_CARD,42.9,7.72,0.0,2094.38,CAPTURED,2026-08-02 10:00:00
pay_2266,ord_1266,setl_5102,8644.25,UPI,0.0,0.0,0.0,8644.25,CAPTURED,2026-08-02 10:00:00
pay_2267,ord_1267,setl_5103,3402.59,UPI,0.0,0.0,340.26,3062.33,CAPTURED,2026-08-20 10:00:00
pay_2268,ord_1268,setl_5103,10843.86,NETBANKING,195.19,35.13,0.0,10613.54,CAPTURED,2026-08-20 10:00:00
pay_2269,ord_1269,setl_5103,14805.33,CREDIT_CARD,296.11,53.3,0.0,14455.92,CAPTURED,2026-08-20 10:00:00
pay_2270,ord_1270,setl_5103,4710.25,UPI,0.0,0.0,0.0,4710.25,CAPTURED,2026-08-20 10:00:00
pay_2271,ord_1271,setl_5104,2259.76,UPI,0.0,0.0,0.0,2259.76,CAPTURED,2026-08-06 10:00:00
pay_2272,ord_1272,setl_5104,881.12,DEBIT_CARD,7.93,1.43,0.0,871.76,CAPTURED,2026-08-06 10:00:00
pay_2273,ord_1273,setl_5105,1453.35,UPI,0.0,0.0,0.0,1453.35,CAPTURED,2026-08-18 10:00:00
pay_2274,ord_1274,setl_5106,2317.24,UPI,0.0,0.0,231.72,2085.52,CAPTURED,2026-08-14 10:00:00
pay_2275,ord_1275,setl_5107,6772.97,NETBANKING,121.91,21.94,677.3,5951.82,CAPTURED,2026-08-05 10:00:00
pay_2276,ord_1276,setl_5107,2718.72,UPI,0.0,0.0,0.0,2718.72,CAPTURED,2026-08-05 10:00:00
pay_2277,ord_1277,setl_5108,4133.78,DEBIT_CARD,37.2,6.7,0.0,4089.88,CAPTURED,2026-08-12 10:00:00
pay_2278,ord_1278,setl_5109,9081.22,DEBIT_CARD,81.73,14.71,0.0,8984.78,CAPTURED,2026-08-10 10:00:00
pay_2279,ord_1279,setl_5109,13579.01,UPI,136.38,0.0,0.0,13442.63,CAPTURED,2026-08-10 10:00:00
pay_2280,ord_1280,setl_5110,9941.38,CREDIT_CARD,198.83,35.79,0.0,9706.76,CAPTURED,2026-08-03 10:00:00
pay_2281,ord_1281,setl_5110,7721.55,DEBIT_CARD,69.49,12.51,0.0,7639.55,CAPTURED,2026-08-03 10:00:00
pay_2282,ord_1282,setl_5110,7502.7,CREDIT_CARD,150.05,27.01,0.0,7325.64,CAPTURED,2026-08-03 10:00:00
pay_2283,ord_1283,setl_5111,7521.64,UPI,0.0,0.0,0.0,7521.64,CAPTURED,2026-08-06 10:00:00
pay_2284,ord_1284,setl_5111,10916.26,CREDIT_CARD,218.33,39.3,0.0,10658.63,CAPTURED,2026-08-06 10:00:00
pay_2285,ord_1285,setl_5111,2396.11,UPI,0.0,0.0,0.0,2396.11,CAPTURED,2026-08-06 10:00:00
pay_2286,ord_1286,setl_5111,7263.85,UPI,0.0,0.0,0.0,7263.85,CAPTURED,2026-08-06 10:00:00
pay_2287,ord_1287,setl_5112,4099.92,CREDIT_CARD,82.0,14.76,0.0,4003.16,CAPTURED,2026-08-10 10:00:00
pay_2288,ord_1288,setl_5112,8876.46,UPI,0.0,0.0,0.0,8876.46,CAPTURED,2026-08-10 10:00:00
pay_2289,ord_1289,setl_5112,7963.51,DEBIT_CARD,71.67,12.9,0.0,7878.94,FAILED,2026-08-10 10:00:00
pay_2290,ord_1290,setl_5112,14205.88,DEBIT_CARD,127.85,23.01,0.0,14055.02,CAPTURED,2026-08-10 10:00:00
pay_2291,ord_1291,setl_5113,4579.67,DEBIT_CARD,41.22,7.42,0.0,4531.03,CAPTURED,2026-08-12 10:00:00
pay_2292,ord_1292,setl_5114,6748.45,CREDIT_CARD,134.97,24.29,0.0,6589.19,CAPTURED,2026-08-10 10:00:00
pay_2293,ord_1293,setl_5115,1241.79,DEBIT_CARD,11.18,2.01,0.0,1228.6,CAPTURED,2026-08-12 10:00:00
pay_2294,ord_1294,setl_5115,6102.06,DEBIT_CARD,54.92,9.89,0.0,6037.25,CAPTURED,2026-08-12 10:00:00
pay_2295,ord_1295,setl_5115,9537.0,DEBIT_CARD,85.83,15.45,0.0,9435.72,CAPTURED,2026-08-12 10:00:00
pay_2296,ord_1296,setl_5115,5911.38,NETBANKING,106.4,19.15,0.0,5785.83,CAPTURED,2026-08-12 10:00:00
pay_2297,ord_1297,setl_5116,7751.13,UPI,0.0,0.0,0.0,7751.13,CAPTURED,2026-08-05 10:00:00
pay_2298,ord_1298,setl_5116,7369.29,DEBIT_CARD,66.32,11.94,0.0,7291.03,CAPTURED,2026-08-05 10:00:00
pay_2299,ord_1299,setl_5116,5255.5,DEBIT_CARD,47.3,8.51,0.0,5199.69,CAPTURED,2026-08-05 10:00:00
pay_2300,ord_1300,setl_5116,11220.13,UPI,0.0,0.0,0.0,11220.13,CAPTURED,2026-08-05 10:00:00
pay_2301,ord_1301,setl_5117,12328.36,UPI,0.0,0.0,0.0,12328.36,CAPTURED,2026-08-19 10:00:00
pay_2302,ord_1302,setl_5117,8963.68,CREDIT_CARD,179.27,32.27,0.0,8752.14,CAPTURED,2026-08-19 10:00:00
pay_2303,ord_1303,setl_5117,886.38,DEBIT_CARD,7.98,1.44,0.0,876.96,CAPTURED,2026-08-19 10:00:00
pay_2304,ord_1304,setl_5117,11754.35,DEBIT_CARD,105.79,19.04,0.0,11629.52,CAPTURED,2026-08-19 10:00:00
pay_2305,ord_1305,setl_5118,12414.09,UPI,0.0,0.0,0.0,12414.09,CAPTURED,2026-08-17 10:00:00
pay_2306,ord_1306,setl_5118,3266.37,UPI,0.0,0.0,0.0,3266.37,CAPTURED,2026-08-17 10:00:00
pay_2307,ord_1307,setl_5119,13155.86,CREDIT_CARD,263.12,47.36,1315.59,11529.79,CAPTURED,2026-08-07 10:00:00
pay_2308,ord_1308,setl_5119,3506.45,UPI,0.0,0.0,0.0,3506.45,CAPTURED,2026-08-07 10:00:00
pay_2309,ord_1309,setl_5119,5049.41,UPI,0.0,0.0,0.0,5049.41,CAPTURED,2026-08-07 10:00:00
pay_2310,ord_1310,setl_5119,5637.16,CREDIT_CARD,112.74,20.29,0.0,5504.13,CAPTURED,2026-08-07 10:00:00
pay_2311,ord_1311,setl_5120,14381.39,UPI,0.0,0.0,0.0,14381.39,CAPTURED,2026-08-09 10:00:00
pay_2312,ord_1312,setl_5120,14742.77,CREDIT_CARD,294.86,53.07,0.0,14394.84,CAPTURED,2026-08-09 10:00:00
pay_2313,ord_1313,setl_5121,8627.07,NETBANKING,155.29,27.95,0.0,8443.83,CAPTURED,2026-08-11 10:00:00
pay_2314,ord_1314,setl_5121,8815.41,DEBIT_CARD,79.34,14.28,0.0,8721.79,CAPTURED,2026-08-11 10:00:00
pay_2315,ord_1315,setl_5121,5504.45,CREDIT_CARD,255.62,19.82,0.0,5229.01,CAPTURED,2026-08-11 10:00:00
pay_2316,ord_1316,setl_5122,10011.59,CREDIT_CARD,200.23,36.04,0.0,9775.32,CAPTURED,2026-08-03 10:00:00
pay_2317,ord_1317,setl_5122,4431.42,DEBIT_CARD,39.88,7.18,0.0,4384.36,CAPTURED,2026-08-03 10:00:00
pay_2318,ord_1318,setl_5122,11242.92,UPI,0.0,0.0,1124.29,10118.63,CAPTURED,2026-08-03 10:00:00
pay_2319,ord_1319,setl_5122,3772.24,UPI,0.0,0.0,0.0,3772.24,CAPTURED,2026-08-03 10:00:00
pay_2320,ord_1320,setl_5123,575.13,DEBIT_CARD,5.18,0.93,0.0,569.02,CAPTURED,2026-08-16 10:00:00
pay_2321,ord_1321,setl_5123,14057.97,CREDIT_CARD,281.16,50.61,0.0,13726.2,CAPTURED,2026-08-16 10:00:00
pay_2322,ord_1322,setl_5124,9865.52,NETBANKING,177.58,31.96,986.55,8669.43,CAPTURED,2026-08-10 10:00:00
pay_2323,ord_1323,setl_5124,8259.71,CREDIT_CARD,165.19,29.73,0.0,8064.79,CAPTURED,2026-08-10 10:00:00
pay_2324,ord_1324,setl_5124,3038.44,CREDIT_CARD,60.77,10.94,0.0,2966.73,CAPTURED,2026-08-10 10:00:00
pay_2325,ord_1325,setl_5125,14080.83,NETBANKING,253.45,45.62,0.0,13781.76,CAPTURED,2026-08-13 10:00:00
pay_2326,ord_1326,setl_5125,634.37,DEBIT_CARD,5.71,1.03,0.0,627.63,CAPTURED,2026-08-13 10:00:00
pay_2327,ord_1327,setl_5126,13394.27,UPI,0.0,0.0,0.0,13394.27,CAPTURED,2026-08-10 10:00:00
pay_2328,ord_1328,setl_5126,12227.8,UPI,0.0,0.0,0.0,12227.8,CAPTURED,2026-08-10 10:00:00
pay_2329,ord_1329,setl_5126,10919.67,UPI,0.0,0.0,0.0,10919.67,CAPTURED,2026-08-10 10:00:00
pay_2330,ord_1330,setl_5126,10278.82,UPI,0.0,0.0,0.0,10278.82,CAPTURED,2026-08-10 10:00:00
pay_2331,ord_1331,setl_5127,1757.7,CREDIT_CARD,35.15,6.33,0.0,1716.22,CAPTURED,2026-08-13 10:00:00
pay_2332,ord_1332,setl_5127,5192.22,UPI,0.0,0.0,0.0,5192.22,CAPTURED,2026-08-13 10:00:00
pay_2333,ord_1333,setl_5127,11429.47,NETBANKING,205.73,37.03,0.0,11186.71,CAPTURED,2026-08-13 10:00:00
pay_2334,ord_1334,setl_5128,10545.14,UPI,0.0,0.0,0.0,10545.14,CAPTURED,2026-08-01 10:00:00
pay_2335,ord_1335,setl_5128,6378.54,DEBIT_CARD,57.41,10.33,0.0,6310.8,CAPTURED,2026-08-01 10:00:00
pay_2336,ord_1336,setl_5128,5009.18,UPI,0.0,0.0,0.0,5009.18,CAPTURED,2026-08-01 10:00:00
pay_2337,ord_1337,setl_5129,14381.73,DEBIT_CARD,129.44,23.3,0.0,14228.99,CAPTURED,2026-08-20 10:00:00
pay_2338,ord_1338,setl_5129,5917.56,CREDIT_CARD,118.35,21.3,0.0,5777.91,CAPTURED,2026-08-20 10:00:00
pay_2339,ord_1339,setl_5130,8158.51,UPI,0.0,0.0,0.0,8158.51,CAPTURED,2026-08-08 10:00:00
pay_2340,ord_1340,setl_5130,12517.22,NETBANKING,225.31,40.56,0.0,12251.35,CAPTURED,2026-08-08 10:00:00
pay_2341,ord_1341,setl_5130,2885.79,CREDIT_CARD,57.72,10.39,0.0,2817.68,CAPTURED,2026-08-08 10:00:00
pay_2342,ord_1342,setl_5130,10895.31,DEBIT_CARD,98.06,17.65,0.0,10779.6,CAPTURED,2026-08-08 10:00:00
pay_2343,ord_1343,setl_5131,7942.09,DEBIT_CARD,71.48,12.87,794.21,7063.53,CAPTURED,2026-08-02 10:00:00
pay_2344,ord_1344,setl_5131,12200.27,CREDIT_CARD,244.01,43.92,0.0,11912.34,CAPTURED,2026-08-02 10:00:00
pay_2345,ord_1345,setl_5132,6643.61,CREDIT_CARD,132.87,23.92,0.0,6486.82,CAPTURED,2026-08-19 10:00:00
pay_2346,ord_1346,setl_5133,4662.82,UPI,0.0,0.0,0.0,4662.82,CAPTURED,2026-08-03 10:00:00
pay_2347,ord_1347,setl_5134,7003.79,NETBANKING,126.07,22.69,0.0,6855.03,CAPTURED,2026-08-14 10:00:00
pay_2348,ord_1348,setl_5134,14480.09,CREDIT_CARD,289.6,52.13,0.0,14138.36,CAPTURED,2026-08-14 10:00:00
pay_2349,ord_1349,setl_5134,2220.18,NETBANKING,39.96,7.19,0.0,2173.03,CAPTURED,2026-08-14 10:00:00
pay_2350,ord_1350,setl_5134,14691.5,CREDIT_CARD,293.83,52.89,0.0,14344.78,CAPTURED,2026-08-14 10:00:00
pay_2351,ord_1351,setl_5135,4088.92,UPI,0.0,0.0,0.0,4088.92,CAPTURED,2026-08-14 10:00:00
pay_2352,ord_1352,setl_5135,11012.85,UPI,0.0,0.0,0.0,11012.85,CAPTURED,2026-08-14 10:00:00
pay_2353,ord_1353,setl_5136,1475.72,DEBIT_CARD,13.28,2.39,0.0,1460.05,CAPTURED,2026-08-01 10:00:00
pay_2354,ord_1354,setl_5136,13147.08,UPI,0.0,0.0,1314.71,11832.37,CAPTURED,2026-08-01 10:00:00
pay_2355,ord_1355,setl_5137,2531.97,NETBANKING,45.58,8.2,0.0,2478.19,CAPTURED,2026-08-18 10:00:00
pay_2356,ord_1356,setl_5138,3935.11,CREDIT_CARD,78.7,14.17,0.0,3842.24,CAPTURED,2026-08-19 10:00:00
pay_2357,ord_1357,setl_5138,6496.62,UPI,0.0,0.0,0.0,6496.62,CAPTURED,2026-08-19 10:00:00
pay_2358,ord_1358,setl_5138,11160.58,UPI,0.0,0.0,0.0,11160.58,CAPTURED,2026-08-19 10:00:00
pay_2359,ord_1359,setl_5139,11894.17,UPI,0.0,0.0,0.0,11894.17,CAPTURED,2026-08-02 10:00:00
pay_2360,ord_1360,setl_5139,5958.67,CREDIT_CARD,119.17,21.45,0.0,5818.05,CAPTURED,2026-08-02 10:00:00
pay_2361,ord_1361,setl_5139,4860.68,CREDIT_CARD,97.21,17.5,0.0,4745.97,CAPTURED,2026-08-02 10:00:00
pay_2362,ord_1362,setl_5139,8654.6,NETBANKING,155.78,28.04,0.0,8470.78,CAPTURED,2026-08-02 10:00:00
pay_2363,ord_1363,setl_5140,5288.81,UPI,0.0,0.0,0.0,5288.81,CAPTURED,2026-08-08 10:00:00
pay_2364,ord_1364,setl_5140,8266.72,CREDIT_CARD,165.33,29.76,826.67,7244.96,CAPTURED,2026-08-08 10:00:00
pay_2365,ord_1365,setl_5141,7451.22,CREDIT_CARD,149.02,26.82,0.0,7275.38,CAPTURED,2026-08-03 10:00:00
pay_2366,ord_1366,setl_5141,722.34,NETBANKING,13.0,2.34,0.0,707.0,CAPTURED,2026-08-03 10:00:00
pay_2367,ord_1367,setl_5142,6251.16,UPI,0.0,0.0,0.0,6251.16,CAPTURED,2026-08-16 10:00:00
pay_2368,ord_1368,setl_5142,7260.63,DEBIT_CARD,65.35,11.76,0.0,7183.52,CAPTURED,2026-08-16 10:00:00
pay_2369,ord_1369,setl_5143,13757.79,UPI,0.0,0.0,0.0,13757.79,CAPTURED,2026-08-04 10:00:00
pay_2370,ord_1370,setl_5143,3708.47,UPI,0.0,0.0,0.0,3708.47,CAPTURED,2026-08-04 10:00:00
pay_2371,ord_1371,setl_5143,8897.57,UPI,0.0,0.0,0.0,8897.57,CAPTURED,2026-08-04 10:00:00
pay_2372,ord_1372,setl_5144,8484.32,NETBANKING,152.72,27.49,0.0,8304.11,CAPTURED,2026-08-13 10:00:00
pay_2373,ord_1373,setl_5144,7585.01,CREDIT_CARD,151.7,27.31,0.0,7406.0,CAPTURED,2026-08-13 10:00:00
pay_2374,ord_1374,setl_5144,11125.2,UPI,0.0,0.0,0.0,11125.2,CAPTURED,2026-08-13 10:00:00
pay_2375,ord_1375,setl_5144,3168.69,CREDIT_CARD,63.37,11.41,0.0,3093.91,CAPTURED,2026-08-13 10:00:00
pay_2376,ord_1376,setl_5145,14205.23,CREDIT_CARD,284.1,51.14,0.0,13869.99,CAPTURED,2026-08-17 10:00:00
pay_2377,ord_1377,setl_5146,632.55,DEBIT_CARD,5.69,1.02,0.0,625.84,CAPTURED,2026-08-08 10:00:00
pay_2378,ord_1378,setl_5146,10167.94,DEBIT_CARD,91.51,16.47,0.0,10059.96,CAPTURED,2026-08-08 10:00:00
pay_2379,ord_1379,setl_5147,742.53,CREDIT_CARD,14.85,2.67,0.0,725.01,CAPTURED,2026-08-01 10:00:00
pay_2380,ord_1380,setl_5148,2051.74,UPI,0.0,0.0,0.0,2051.74,CAPTURED,2026-08-17 10:00:00
pay_2381,ord_1381,setl_5148,8133.61,CREDIT_CARD,162.67,29.28,0.0,7941.66,CAPTURED,2026-08-17 10:00:00
pay_2382,ord_1382,setl_5149,8692.53,NETBANKING,156.47,28.16,0.0,8507.9,CAPTURED,2026-08-12 10:00:00
pay_2383,ord_1383,setl_5149,12794.07,CREDIT_CARD,255.88,46.06,0.0,12492.13,CAPTURED,2026-08-12 10:00:00
pay_2384,ord_1384,setl_5149,1855.76,UPI,50.95,0.0,0.0,1804.81,CAPTURED,2026-08-12 10:00:00
pay_2385,ord_1385,setl_5149,2985.06,DEBIT_CARD,26.87,4.84,0.0,2953.35,CAPTURED,2026-08-12 10:00:00
