order_id,amount,currency,payment_method,risk_tier,status,created_at
ord_1295,9537.0,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1296,5911.38,INR,NETBANKING,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1297,7751.13,INR,UPI,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1298,7369.29,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1299,5255.5,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1300,11220.13,INR,UPI,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1301,12328.36,INR,UPI,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1302,8963.68,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1303,886.38,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1304,11754.35,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1305,12414.09,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1306,3266.37,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1307,13155.86,INR,CREDIT_CARD,HIGH_RISK,COMPLETED,2026-08-07 10:00:00
ord_1308,3506.45,INR,UPI,STANDARD,COMPLETED,2026-08-07 10:00:00
ord_1309,5049.41,INR,UPI,STANDARD,COMPLETED,2026-08-07 10:00:00
ord_1310,5637.16,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-07 10:00:00
ord_1311,14381.39,INR,UPI,STANDARD,COMPLETED,2026-08-09 10:00:00
ord_1312,14742.77,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-09 10:00:00
ord_1313,8627.07,INR,NETBANKING,STANDARD,COMPLETED,2026-08-11 10:00:00
ord_1314,8815.41,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-11 10:00:00
ord_1315,5504.45,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-11 10:00:00
ord_1316,10011.59,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1317,4431.42,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1318,11242.92,INR,UPI,HIGH_RISK,COMPLETED,2026-08-03 10:00:00
ord_1319,3772.24,INR,UPI,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1320,575.13,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-16 10:00:00
ord_1321,14057.97,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-16 10:00:00
ord_1322,9865.52,INR,NETBANKING,HIGH_RISK,COMPLETED,2026-08-10 10:00:00
ord_1323,8259.71,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1324,3038.44,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1325,14080.83,INR,NETBANKING,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1326,634.37,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1327,13394.27,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1328,12227.8,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1329,10919.67,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1330,10278.82,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1331,1757.7,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1332,5192.22,INR,UPI,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1333,11429.47,INR,NETBANKING,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1334,10545.14,INR,UPI,STANDARD,COMPLETED,2026-08-01 10:00:00
ord_1335,6378.54,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-01 10:00:00
ord_1336,5009.18,INR,UPI,STANDARD,COMPLETED,2026-08-01 10:00:00
ord_1337,14381.73,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1338,5917.56,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1339,8158.51,INR,UPI,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1340,12517.22,INR,NETBANKING,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1341,2885.79,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1342,10895.31,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1343,7942.09,INR,DEBIT_CARD,HIGH_RISK,COMPLETED,2026-08-02 10:00:00
ord_1344,12200.27,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1345,6643.61,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1346,4662.82,INR,UPI,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1347,7003.79,INR,NETBANKING,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1348,14480.09,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1349,2220.18,INR,NETBANKING,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1350,14691.5,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1351,4088.92,INR,UPI,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1352,11012.85,INR,UPI,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1353,1475.72,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-01 10:00:00
ord_1354,13147.08,INR,UPI,HIGH_RISK,COMPLETED,2026-08-01 10:00:00
ord_1355,2531.97,INR,NETBANKING,STANDARD,COMPLETED,2026-08-18 10:00:00
ord_1356,3935.11,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1357,6496.62,INR,UPI,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1358,11160.58,INR,UPI,STANDARD,COMPLETED,2026-08-19 10:00:00
ord_1359,11894.17,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1360,5958.67,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1361,4860.68,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1362,8654.6,INR,NETBANKING,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1363,5288.81,INR,UPI,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1364,8266.72,INR,CREDIT_CARD,HIGH_RISK,COMPLETED,2026-08-08 10:00:00
ord_1365,7451.22,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1366,722.34,INR,NETBANKING,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1367,6251.16,INR,UPI,STANDARD,COMPLETED,2026-08-16 10:00:00
ord_1368,7260.63,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-16 10:00:00
ord_1369,13757.79,INR,UPI,STANDARD,COMPLETED,2026-08-04 10:00:00
ord_1370,3708.47,INR,UPI,STANDARD,COMPLETED,2026-08-04 10:00:00
ord_1371,8897.57,INR,UPI,STANDARD,COMPLETED,2026-08-04 10:00:00
ord_1372,8484.32,INR,NETBANKING,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1373,7585.01,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1374,11125.2,INR,UPI,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1375,3168.69,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1376,14205.23,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1377,632.55,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1378,10167.94,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1379,742.53,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-01 10:00:00
ord_1380,2051.74,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1381,8133.61,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1382,8692.53,INR,NETBANKING,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1383,12794.07,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1384,1855.76,INR,UPI,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1385,2985.06,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
